Symbol,Name,Sector,Industry,Country,Currency,Exchange,Website,Current Price,Market Cap,Enterprise Value,PE Ratio,Forward PE,PEG Ratio,Price to Book,Price to Sales,Book Value per Share,Revenue per Share,Revenue Growth (YoY),Earnings Growth (YoY),EBITDA Margins,Gross Margins,Operating Margins,Profit Margins,Dividend Rate,Dividend Yield,Payout Ratio,Five-Year Avg. Dividend Yield,Ex-Dividend Date,Free Cash Flow,Operating Cash Flow,Total Cash,Cash per Share,Total Debt,Net Debt,Debt to Equity,Current Ratio,Quick Ratio,Beta,52-Week High,52-Week Low,Average Volume,Regular Market Volume,Current Price Change (%),1-Year Return,Insider Ownership,Institutional Ownership,Short Ratio,Target High Price,Target Low Price,Target Mean Price,Recommendation Mean,Number of Analyst Opinions,Return on Assets,Return on Equity,Enterprise to EBITDA,Trailing EPS,Forward EPS,Total Revenue
AA,Alcoa Corporation,Basic Materials,Aluminum,United States,USD,NYQ,https://www.alcoa.com,41.21,10646809600,12278802432,N/A,13.205031,N/A,2.0279515,0.9675399,20.321,57.238,0.116,N/A,0.09724,0.12077,0.086780004,-0.02654,0.4,0.0099,0.0584,N/A,1730160000,552124992,405000000,1312999936,5.082,2944999936,N/A,56.095,1.407,0.671,2.419,46.55,23.8,5148180,4500232,N/A,0.54805493,0.00756,0.70732003,1.9,55.0,38.5,46.96923,1.78571,13,0.01862,-0.07142,11.476,-1.58,3.19,11004000256
AAAU,Goldman Sachs Physical Gold ETF,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.6,19.47,2020829,2447301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAA,Alternative Access First Priority CLO Bond ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.28,24.79,6550,15600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,United States,USD,NYQ,https://www.agilent.com,130.22,37415854080,38752808960,27.944206,23.01402,N/A,6.3429127,5.758943,20.53,22.269,-0.056,1.569,0.24073,0.54394,0.24968,0.21747999,0.94,0.0069999998,0.19399999,0.66,1727740800,879500032,1786000000,1779000064,6.192,3116000000,N/A,52.787,1.781,1.258,1.072,155.35,112.06,1572662,1970696,N/A,0.15086174,0.00274,0.9214,2.59,165.0,135.0,150.11472,2.35,17,0.07579,0.24658,24.778,4.66,5.65,6496999936
ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology,Canada,USD,NMS,https://www.abcellera.com,2.76,864981248,243470928,N/A,-4.0888886,N/A,0.75554335,26.241772,3.653,0.112,-0.014,N/A,N/A,N/A,-14.39419,N/A,N/A,N/A,N/A,N/A,N/A,-105576000,-120167000,643139008,2.177,71399000,N/A,6.623,9.336,8.878,0.351,6.055,2.335,2158457,2747590,N/A,-0.34675616,0.27987,0.36547002,9.57,28.0,5.0,12.28571,1.44444,7,-0.13256,-0.15551,-1.096,-0.57,-0.66,32962000
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,United States,USD,NCM,https://www.abeonatherapeutics.com,5.95,257720672,158177664,N/A,-4.375,N/A,3.3845277,Infinity,1.758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-20499376,-42203000,122708000,2.833,23165000,N/A,31.628,7.475,7.383,1.505,9.01,3.05,252712,411824,N/A,0.42004776,0.05104,0.79053,10.79,21.0,7.5,15.91667,1.2,6,-0.37814,-1.2738,-2.889,-1.73,-1.48,N/A
ABEQ,Absolute Select Value ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,23.236252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.29,27.43,5517,3053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABCS,Alpha Blue Capital US Small-Mid Cap Dynamic ETF,N/A,N/A,N/A,USD,NGM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.13,24.37,2015,1220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,USD,NYQ,https://www.ambev.com.br,2.21,34813689856,17944190976,14.733333,12.250555,N/A,0.3541667,0.422463,6.24,5.236,0.088,-0.114,0.28603,0.50983,0.23856,0.16922002,0.15,0.068,0.8315,4.06,1703203200,12533468160,26133768192,20939038720,1.331,3380272896,N/A,3.418,1.196,0.827,0.552,3.0,2.01,26594290,23952370,N/A,-0.20216608,0.00023,0.31755,2.54,5.0,2.0,3.0685,2.27273,10,0.086540006,0.15071,0.761,0.15,0.19,82406481920
ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NYQ,https://www.asburyauto.com,261.62,5124481536,10197163008,14.681257,9.583273,N/A,1.5240504,0.31065372,171.661,815.614,0.156,-0.222,0.06365,0.17409,0.054920003,0.02164,N/A,N/A,N/A,N/A,1217376000,-426500000,500200000,88700000,4.528,5099299840,N/A,151.657,1.197,0.213,1.165,277.13,195.09,216609,131130,N/A,0.24777031,0.0053100004,1.1474099,11.76,305.0,220.0,258.125,2.66667,8,0.06628,0.108,9.712,17.82,27.69,16495800320
ABL,"Abacus Life, Inc.",Financial Services,Insurance - Life,United States,USD,NCM,https://abacuslife.com,8.48,633276160,813435840,N/A,10.278788,N/A,2.4551244,6.183895,3.454,1.547,0.333,N/A,0.27231002,0.90904,0.23292999,-0.116459996,N/A,N/A,N/A,N/A,N/A,31597312,-131117952,22428670,0.3,182516832,N/A,70.76,1.291,1.204,0.148,13.25,5.85,85560,65318,N/A,0.38888884,0.83114,0.17919001,12.63,16.0,13.0,14.125,1.25,4,0.03358,-0.05789,29.17,-0.22,0.81,102407328
ABLLL,"Abacus Life, Inc. 9.875% Fixed Rate Senior Notes due 2028",N/A,N/A,N/A,USD,NGM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.478,24.26,3353,2962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABLLW,"Abacus Life, Inc.",N/A,N/A,N/A,USD,NCM,N/A,1.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4,1.28,N/A,21139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABLV,Able View Global Inc.,Communication Services,Advertising Agencies,China,USD,NCM,https://www.ableview.com,0.88,36852992,39384304,3.6666667,N/A,N/A,3.2472324,0.2473358,0.271,3.776,-0.203,0.001,0.090900004,0.24837999,0.0779,0.06544,N/A,N/A,N/A,N/A,N/A,16094051,23573330,13328156,0.316,15858496,N/A,138.92,3.101,1.823,2.873,3.94,0.67,15423,5809,N/A,-0.63692945,0.40058997,0.40183,1.08,N/A,N/A,N/A,N/A,N/A,0.15203,1.15065,2.908,0.24,N/A,148999824
ABLVW,Able View Global Inc.,Communication Services,Advertising Agencies,China,USD,NCM,https://www.ableview.com,0.0189,N/A,N/A,N/A,N/A,N/A,0.069741696,N/A,0.271,3.776,-0.203,0.001,0.090900004,0.24837999,0.0779,0.06544,N/A,N/A,N/A,N/A,N/A,16094051,23573330,13328156,0.316,15858496,N/A,138.92,3.101,1.823,2.873,0.0189,0.0189,N/A,300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.15203,1.15065,N/A,N/A,N/A,148999824
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,United States,USD,NYQ,https://www.abm.com,55.58,3489940480,4947178496,22.966942,15.17116,N/A,1.9016664,0.42175016,29.227,129.802,0.033,-0.952,0.04476,0.13508001,0.017860001,0.01884,0.9,0.015800001,0.3698,1.86,1727913600,257587504,335500000,86300000,1.374,1459399936,N/A,79.531,1.383,1.253,1.132,59.78,39.64,507959,178090,N/A,0.35329926,0.01387,0.94958,2.63,63.0,55.0,57.5,N/A,6,0.03265,0.08438,13.356,2.42,3.66,8274899968
ABNY,N/A,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.49,14.91,23150,18095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,USD,NMS,https://www.airbnb.com,134.56,84069310464,75075272704,46.08219,30.65581,N/A,10.114251,7.755471,13.304,17.057,0.099,-0.678,0.15434,0.83072,0.40862998,0.16956,N/A,N/A,N/A,N/A,N/A,3363000064,4115000064,11253000192,18.011,2259000064,N/A,26.614,1.616,1.008,1.156,170.1,110.38,4306909,4729840,N/A,0.044121146,0.010199999,0.77792,4.72,195.0,85.0,137.2,2.84783,36,0.046630003,0.20873,44.875,2.92,4.5,10840000512
ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,United States,USD,NYQ,https://arbor.com,15.1,2847995904,13378104320,11.353383,9.597478,N/A,1.1866405,4.3791475,12.725,3.448,-0.096,-0.25,N/A,0.90897006,0.48544,0.45586,1.72,0.11229999,1.2932,10.53,1731628800,N/A,491998016,689452032,3.655,10414654464,N/A,329.226,4.289,4.116,2.014,16.35,11.77,2524606,2867321,N/A,0.20799994,0.02464,0.60389,27.28,16.5,13.0,14.54167,3.0,6,0.021389998,0.09948,N/A,1.33,1.53,650353984
ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://acumenpharm.com,2.61,156808272,-18353162,N/A,-1.708663,N/A,0.72199166,N/A,3.615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-41690752,-67314000,200343008,3.335,29988000,N/A,13.807,10.426,10.06,0.039,5.09,2.08,188022,194105,N/A,0.10964918,0.11236,0.79517,7.19,15.0,6.0,10.8,1.16667,5,-0.20987,-0.32834998,0.198,-1.11,-1.53,N/A
ABSI,Absci Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.absci.com,3.015,346290848,245568080,N/A,-4.130137,N/A,1.7101532,82.31301,1.763,0.04,1.286,N/A,N/A,N/A,-16.98707,N/A,N/A,N/A,N/A,N/A,N/A,-36257124,-70360000,127068000,1.106,11989000,N/A,5.955,5.626,4.817,2.187,6.72,1.33,936987,3283022,N/A,1.1655173,0.20087999,0.63466,15.79,13.0,6.0,8.28571,1.625,7,-0.27396,-0.4911,-2.737,-0.93,-0.71,4207000
ABTS,Abits Group Inc.,Financial Services,Capital Markets,Hong Kong,USD,NCM,https://www.abitsgroup.com,0.532,18915100,22719008,N/A,N/A,N/A,1.6782335,3.5395765,0.317,0.15,503.624,N/A,0.25571,0.33421,-0.09711,-1.70216,N/A,N/A,N/A,N/A,N/A,-3635987,2297204,396583,0.011,N/A,N/A,N/A,0.833,0.431,2.706,1.6,0.376,109209,208789,N/A,-0.2777778,0.21888,0.00389,2.92,N/A,N/A,N/A,N/A,N/A,-0.0777,-0.57313997,16.626,-0.26,N/A,5343888
ABT,Abbott Laboratories,Healthcare,Medical Devices,United States,USD,NYQ,https://www.abbott.com,115.03,199514931200,208235937792,34.963528,22.299334,N/A,5.013511,4.840598,22.944,23.682,0.049,0.146,0.26263002,0.55907,0.18749,0.13992,2.2,0.019,0.65650004,1.65,1728950400,6404874752,8728000512,7788000256,4.49,15045999616,N/A,37.589,1.597,0.996,0.722,121.64,98.95,4847423,3731774,N/A,0.1554997,0.0053100004,0.78156,2.83,149.0,104.0,129.65791,1.77778,24,0.06488,0.14840001,19.237,3.29,5.16,41216999424
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.arbutusbio.com,3.63,687856000,566821824,N/A,-7.4081635,N/A,6.43617,102.02551,0.564,0.037,-0.713,N/A,N/A,N/A,-13.0478,N/A,N/A,N/A,N/A,N/A,N/A,-39811624,-71827000,127794000,0.674,6761000,N/A,6.325,7.017,6.854,1.916,4.72,1.77,1113170,1102671,N/A,0.95161295,0.22221,0.52729,8.08,9.746,5.569,7.0958,1.8,5,-0.32828,-0.67807996,-7.348,-0.43,-0.34,6742000
ABVC,"ABVC BioPharma, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.abvcpharma.com,0.551,6844412,8480267,N/A,-1.2522727,N/A,0.77170867,50.180447,0.714,0.017,18.175,N/A,N/A,-0.24114001,-8.33724,N/A,N/A,N/A,N/A,N/A,N/A,-3194481,-3325643,199979,0.017,2732942,N/A,34.911,0.334,0.032,0.816,2.45,0.405,137119,294804,N/A,-0.6548387,0.22928,0.03082,0.7,N/A,N/A,N/A,N/A,N/A,-0.44551,-3.20362,-0.997,-1.66,-0.44,136396
ABVE,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.4599,13107150,130028624,N/A,N/A,N/A,N/A,0.035576325,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,4.07,0.34,75320,541437,N/A,-0.87345845,0.19123,0.01629,0.36,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,-3.536,-1.48,N/A,368423392
ABVX,ABIVAX Société Anonyme,Healthcare,Biotechnology,France,USD,NGM,https://www.abivax.com,9.96,626660288,531584704,N/A,-3.4694767,N/A,4.955224,69.38991,2.01,0.16,2.019,N/A,N/A,1.0,-11.78839,N/A,N/A,N/A,N/A,N/A,N/A,-89297752,-154706000,222316992,3.533,113362000,N/A,89.635,3.039,2.985,1.423,17.02,8.75,112460,127649,N/A,-0.07706255,N/A,0.43924,1.14,50.0,16.0,36.42857,N/A,7,-0.46692002,-1.71459,-3.129,-3.64,-3.02,9031000
ABVEW,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.0175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,0.0183,0.0151,N/A,34043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,N/A,N/A,N/A,368423392
AC,"Associated Capital Group, Inc.",Financial Services,Asset Management,United States,USD,NYQ,https://www.associated-capital-group.com,36.97,785523776,405038240,14.110688,14.274132,N/A,0.8809513,57.518032,41.966,0.637,0.098,N/A,-1.46584,-0.30234,-2.8637702,4.12902,0.2,0.0055,0.0763,0.54,1733356800,N/A,N/A,376696992,17.706,N/A,N/A,N/A,6.764,6.764,N/A,43.848,28.58,6733,4322,N/A,0.093553185,0.02286,0.66871,0.66,N/A,N/A,N/A,N/A,N/A,-0.01338,0.06266,-20.233,2.62,2.59,13657000
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction,United States,USD,NYQ,https://www.arcosa.com,103.67,5056690688,5546592256,39.418247,23.450348,N/A,2.0784297,2.034149,49.879,51.177,0.082,-0.528,0.15556,0.19844,0.1029,0.05169,0.2,0.0019,0.076,0.35,1728950400,132637504,316000000,756800000,15.516,1270599936,N/A,52.2,3.608,2.668,0.71,107.785,72.7,248252,251318,N/A,0.39206696,0.01298,0.91321,3.01,117.0,105.0,109.66667,1.16667,6,0.03368,0.054109998,14.343,2.63,4.42,2485900032
ACAB,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,5.77,46398128,49274120,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,13.0,5.75,12214,156199,N/A,-0.4556604,0.92647004,0.072069995,0.78,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,-0.13,N/A,N/A
ACABU,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,8.05,N/A,67895768,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,12.54,8.05,43,1117,N/A,-0.23551756,N/A,1.0000001e-05,0.14,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,USD,NMS,https://www.acadia.com,17.02,2831991808,2316029952,22.394737,21.86312,N/A,4.904899,3.0476563,3.47,5.622,0.183,N/A,0.13403,0.62637,0.12637,0.13829,N/A,N/A,N/A,N/A,N/A,221724880,202727008,565329984,3.398,49370000,N/A,8.554,2.292,1.965,0.379,32.59,14.15,1339646,1066730,N/A,-0.25481611,0.00535,0.99315,8.43,39.0,11.0,25.0,2.05,19,0.08717,0.27361,18.597,0.76,0.82,929235968
ACABW,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,0.065,0.0441,N/A,199339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,USD,NCM,https://www.auroramj.com,4.34,239218640,237380026368,N/A,31.000002,N/A,434.00003,0.8054852,0.01,0.033,0.285,N/A,0.03471,0.53117,-0.01727,-0.14708,N/A,N/A,N/A,N/A,N/A,-84084000,-42905000,84921000,0.002,100970000,N/A,17.32,3.829,1.146,2.697,9.35,2.84,1004487,987198,N/A,-0.017316043,N/A,0.13096,3.77,N/A,N/A,N/A,2.6,N/A,-0.01244,-0.05789,23028.719,-0.46,-0.11,296987008
ACCD,"Accolade, Inc.",Healthcare,Health Information Services,United States,USD,NMS,https://www.accolade.com,3.6,289933568,300834464,N/A,-30.508474,N/A,0.6838906,0.657404,5.264,5.706,0.098,N/A,-0.12158,0.48238,-0.2364,-0.18160999,N/A,N/A,N/A,N/A,N/A,33368876,8180000,234350000,2.91,238808000,N/A,56.446,2.72,2.569,2.016,15.36,3.08,1201952,1202173,N/A,-0.5434243,0.030739998,0.79655,2.91,9.5,5.0,7.08385,1.73333,13,-0.07271,-0.18611999,-5.611,-1.02,-0.84,441028000
ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,United States,USD,NYQ,https://www.accobrands.com,6.03,560072448,1480177536,N/A,5.336283,N/A,0.9150228,0.32816103,6.59,17.769,-0.06,-0.4,0.11806,0.33391997,0.07745,-0.106400006,0.3,0.0481,0.5172,4.43,1731628800,187675008,153500000,102000000,1.098,1002600000,N/A,162.892,1.595,0.859,1.615,6.62,4.37,594656,542409,N/A,0.13133204,0.03358,0.87651,4.12,13.0,7.0,10.66667,1.5,3,0.03546,-0.24988002,7.346,-1.9,1.15,1706700032
ACDC,ProFrac Holding Corp.,Energy,Oil & Gas Equipment & Services,United States,USD,NMS,https://www.pfholdingscorp.com,6.71,1074586368,2531127808,N/A,-89.46667,N/A,0.9758581,0.48289508,6.876,13.921,0.002,N/A,0.23161,0.34512,0.01165,-0.09347,N/A,N/A,N/A,N/A,N/A,160675008,333500000,25500000,0.159,1306099968,N/A,106.23,0.952,0.555,0.846,9.75,5.16,774790,866846,N/A,-0.16745842,0.89737,0.11023,10.91,9.0,7.0,7.5,3.0,5,0.01549,-0.15637,4.911,-1.46,-0.24,2225299968
ACES,ALPS Clean Energy ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,10.158362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.925,25.55,94128,61308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,United States,USD,NYQ,https://www.accelentertainment.com,11.77,969183104,1281124096,23.078432,13.706287,N/A,4.6929827,0.80063033,2.508,14.41,0.051,-0.508,0.14588,0.30148,0.072280005,0.03543,N/A,N/A,N/A,N/A,N/A,62287000,148188000,272188000,3.306,560249984,N/A,271.02,2.709,2.346,1.476,12.61,9.37,191026,139494,N/A,0.1518625,0.18099001,0.72334,7.83,15.0,14.0,14.66667,1.0,3,0.07842,0.21152,7.255,0.51,0.86,1210525056
